,spam,text,crowd,spanish,language,english
5793,1,"Welcome to (PCS0) Main office,Asst Coordinator ARIEL D.OCAMPO 4 2day (PCS0) LOTTO DRAW
i""ll give you sure# of (SUERTRES) pls..txt
name/age/add then call me now!",1,"Bienvenido a la oficina principal (PCS0), Coordinador de Asistente Ariel D.Ocampo 4 2day (PCS0) Lotto Draw
Te daré seguro# de (Suertres) por favor..txt
¡Nombre/edad/agregue y luego llámame ahora!",en,"Welcome to (PCS0) Main office,Asst Coordinator ARIEL D.OCAMPO 4 2day (PCS0) LOTTO DRAW
i""ll give you sure# of (SUERTRES) pls..txt
name/age/add then call me now!"
5794,1,Goodnews Senior citizen po/mam.we contact you to receive social welfare funds.Email  now for Claim/briefing - rhodareymond7@gmail.com,1,GoodNews Senior Citizen PO/MAM. nos ponemos en contacto con usted para recibir fondos de bienestar social. Ahora por reclamo/información - rhodareymond7@gmail.com,en,Goodnews Senior citizen po/mam.we contact you to receive social welfare funds.Email  now for Claim/briefing - rhodareymond7@gmail.com
5795,1,"We are now on SALE!!! HURRY see our product

Click link below:

https://www.lazada.com.ph/netbuyz/?q=All-Products&langFlag=en&from=wangpu&lang=en&pageTypeId=2",1,"¡Estamos ahora a la venta! Date prisa, mira nuestro producto

Haga clic en el enlace a continuación:

https://www.lazada.com.ph/netbuyz/?q=all-products&langflag=en&from=wangpu&lang=en&pageTypeId=2",en,"We are now on SALE!!! HURRY see our product

Click link below:

https://www.lazada.com.ph/netbuyz/?q=All-Products&langFlag=en&from=wangpu&lang=en&pageTypeId=2"
5796,1,A colleague who is a retired international social worker requests to contact you. Please email her at oliviavalbuena3@gmail.com Urgent po. Thank you and God ble,1,Un colega que es un trabajador social internacional retirado solicita contactarlo. Envíelal por correo electrónico a oliviavalbuena3@gmail.com urgente po. Gracias y dios ble,en,A colleague who is a retired international social worker requests to contact you. Please email her at oliviavalbuena3@gmail.com Urgent po. Thank you and God ble
5797,1,"Globe: You’ve won the Netflix Mug in our Giveaway.
To claim the prize, Kindly send here the six digits you received. Thank you!",1,"Globe: Has ganado la taza de Netflix en nuestro sorteo.
Para reclamar el premio, envíe aquí los seis dígitos que recibió. ¡Gracias!",en,"Globe: You’ve won the Netflix Mug in our Giveaway.
To claim the prize, Kindly send here the six digits you received. Thank you!"
5798,1,"C-19 SWF FUNDS FOR SENIOR CITIZEN, IT'S OFFICIAL FOR YOU TO EMAIL.....
(sarahmartinez8330@gmail.com) FOR CLAIM.... ",1,"C-19 SWF Fondos para personas mayores, es oficial que usted envíe un correo electrónico .....
(sarahmartinez8330@gmail.com) por reclamo ....",en,"C-19 SWF FUNDS FOR SENIOR CITIZEN, IT'S OFFICIAL FOR YOU TO EMAIL.....
(sarahmartinez8330@gmail.com) FOR CLAIM.... "
5799,1,"You will get an income of 240 to 700 pesos for promoting products, and you do not need to pay any fees for completing basic tasks, https://fudimu.com",1,"Obtendrá un ingreso de 240 a 700 pesos para promocionar productos, y no necesita pagar tarifas por completar tareas básicas, https://fudimu.com",en,"You will get an income of 240 to 700 pesos for promoting products, and you do not need to pay any fees for completing basic tasks, https://fudimu.com"
5800,1,"Hi there! We offer FUNDS for your financial NEEDS, If interested reply YES.",1,"¡Hola! Ofrecemos fondos para sus necesidades financieras, si está interesado, responda sí.",en,"Hi there! We offer FUNDS for your financial NEEDS, If interested reply YES."
5801,1,"Lazada's BIG DISCOUNT
Celebrate with us!

Click Link below:

www.lazada.com.ph/shop/ecluxuryshoppe",1,"El gran descuento de Lazada
¡Celébralo con nosotros!

Haga clic en el enlace a continuación:

www.lazada.com.ph/shop/ecluxuryshoppe",en,"Lazada's BIG DISCOUNT
Celebrate with us!

Click Link below:

www.lazada.com.ph/shop/ecluxuryshoppe"
5802,1,"Tanggal lamig, Tanggal sakit ng Katawan
Mag RELAX sa aming NEW
Rechargeable Muscle MASSAGE GUN

ORDER NOW 35% OFF
CLICK BELOW

https://s.lazada.com.ph/s.dKCfk",1,"Liberado frialdad, elimina el dolor corporal
Relájate a nuestro nuevo
Pistola de masaje muscular recargable

Pedir ahora 35% de descuento
HAGA CLICK ABAJO

https://s.lazada.com.ph/s.dkcfk",fil,"Released coldness, removes body ache
Relax to our new
Rechargeable Muscle Massage Gun

Order now 35% off
CLICK BELOW

https://s.lazada.com.ph/s.dkcfk"
5803,1,"The daily salary exceeds 80,00piso. Working hours and locations are not restricted. You can receive your salary at home. Join our WA: wa.me/639489201286",1,"El salario diario excede los 80,00 piso. Las horas y ubicaciones de trabajo no están restringidos. Puede recibir su salario en casa. Únase a nuestro WA: WA.ME/639489201286",en,"The daily salary exceeds 80,00piso. Working hours and locations are not restricted. You can receive your salary at home. Join our WA: wa.me/639489201286"
5804,1,"Download and play the game to receive exclusive bonus, the super bonus will make you earn steadily, please click:ph777.ph/?code=c_103",1,"Descargue y juegue el juego para recibir un bono exclusivo, el súper bonificación te hará ganar constantemente, haga clic en: Ph777.ph/? Code = C_103",en,"Download and play the game to receive exclusive bonus, the super bonus will make you earn steadily, please click:ph777.ph/?code=c_103"
5805,1,"Invite you to make money online, earn 20000php per day, if you are interested add Wa : cutt.ly/QFm9JUM",1,"Invitarlo a ganar dinero en línea, ganar 20000php por día, si está interesado, agregue WA: Cutt.ly/QFM9JUM",en,"Invite you to make money online, earn 20000php per day, if you are interested add Wa : cutt.ly/QFm9JUM"
5806,1,"You never know if you never try. One bingo game, two jackpot pools. 45 balls to get your first 6M. 24hrs live host. PACGOR licensed bit.ly/BingoPlusSales",1,"Nunca lo sabrás si no lo intentas. Un juego de bingo, dos piscinas de jackpot. 45 bolas para obtener tus primeros 6m. Host en vivo de 24 horas. Pacgor con licencia bit.ly/bingoplussales",en,"You never know if you never try. One bingo game, two jackpot pools. 45 balls to get your first 6M. 24hrs live host. PACGOR licensed bit.ly/BingoPlusSales"
5807,1,"WIN BIG THIS SEASON! FAST CASH-IN/OUT, NO DEPOSIT NEEDED. BRAND NEW ""OKBET"" Online Games! (https://bit.ly/3vhuHXG)",1,"¡Gana grande esta temporada! Cash-in/out rápido, no se necesita depósito. ¡Nuevos juegos en línea ""okbet""! (https://bit.ly/3vhuhxg)",en,"WIN BIG THIS SEASON! FAST CASH-IN/OUT, NO DEPOSIT NEEDED. BRAND NEW ""OKBET"" Online Games! (https://bit.ly/3vhuHXG)"
5808,1,"General Pest Control Services ( Cockroach, Flies, Ants, Rodents, Bedbugs, Ticks, ETC) and Termite Proofing Services (Bukbok or Anay). Inquire: 09178678693…",1,"Servicios generales de control de plagas (cucarachas, moscas, hormigas, roedores, chinches, garrapatas, etc.) y servicios de prueba de termitas (Bukbok o anay). Investigue: 09178678693 ...",en,"General Pest Control Services ( Cockroach, Flies, Ants, Rodents, Bedbugs, Ticks, ETC) and Termite Proofing Services (Bukbok or Anay). Inquire: 09178678693…"
5809,1,Contact me here for business :mrgreyf66@gmail.com,1,Contáctame aquí para negocios: mrgreyf66@gmail.com,en,Contact me here for business :mrgreyf66@gmail.com
5810,1,"Shop Now: (NEW PRICE DROP) 65% OFF SALE!! SPRAY GUN

CLICK FOR PRICE/BUY --->  https://s.lazada.com.ph/s.VQXwb

Ingatan natin ang ating pamilya, si nanay tatay ate lolo at lola..
Mag spray ng Disinfectant Fogger SPRAY GUN

Huwag hayaan makapasok ang covid sa bahay at OFFICE.

....",1,"Compre ahora: (nueva caída de precios) 65% de descuento en venta !! Pistola rociadora

Haga clic en Price/Compre ---> https://s.lazada.com.ph/s.vqxwb

Cuidemos de nuestra familia, el padre y la abuela de mi papá.
Pistola de pulverización de niebla desinfectante de pulverización

No permita que el Covid ingrese a la casa y la oficina.

.... ....",fil,"SHOP NOW: (new price drop) 65% off sale !! Spray gun

CLICK FOR PRICE/BUY ---> https://s.lazada.com.ph/s.VQXWB

Let's take care of our family, my daddy's dad and grandma ..
Spray disinfectant fogger spray gun

Do not let the covid enter the house and office.

.... ...."
5811,1,Your resume has passed. You can get 3000 pesos by completing simple tasks every day. Click :https://bit.ly/3tafAh3,1,Su currículum ha pasado. Puede obtener 3000 pesos completando tareas simples todos los días. Haga clic: https: //bit.ly/3tafah3,en,Your resume has passed. You can get 3000 pesos by completing simple tasks every day. Click :https://bit.ly/3tafAh3
5812,1,"Part-time online, no investment, you can earn 5000-100000 peso a day, if you are interested, please click the link to contact.https://wa.me/639353905367",1,"A tiempo parcial en línea, sin inversión, puede ganar 5000-100000 Peso al día, si está interesado, haga clic en el enlace para contactar.https: //wa.me/639353905367",en,"Part-time online, no investment, you can earn 5000-100000 peso a day, if you are interested, please click the link to contact.https://wa.me/639353905367"
5813,1,"Click the LINK for Discounted Pricelist ALL ITEMS TODAY !

https://www.lazada.com.ph/luxuryshoppe/?q=All-Products&langFlag=en&from=wangpu&lang=en&pageTypeId=2",1,"¡Haga clic en el enlace de la lista de precios con descuento todos los artículos hoy!

https://www.lazada.com.ph/luxuryshoppe/?q=all-Products&langflag=en&from=wangpu&lang=en&pageTypeId=2",en,"Click the LINK for Discounted Pricelist ALL ITEMS TODAY !

https://www.lazada.com.ph/luxuryshoppe/?q=All-Products&langFlag=en&from=wangpu&lang=en&pageTypeId=2"
5814,1,CHARITY:Hello this is Mrs Barrett. I have a charity foundation project that I would like you to handle.Please email me mathildabarrettefoundation@gmail.com,1,"Caridad: Hola, esta es la Sra. Barrett. Tengo un proyecto de la Fundación de la Caridad que me gustaría que manejaras. Por favor envíeme un correo electrónico mathildabarrettefoundation@gmail.com",en,CHARITY:Hello this is Mrs Barrett. I have a charity foundation project that I would like you to handle.Please email me mathildabarrettefoundation@gmail.com
5815,1,"I am a project manager, we are hiring a team, working on the home, daily salary around:3000-8000 Peso, Accept Jobs on Whatsapp: wa.me/639159932081",1,"Soy gerente de proyecto, estamos contratando un equipo, trabajando en la casa, salario diario alrededor: 3000-8000 PESO, acepta trabajos en WhatsApp: WA.ME/639159932081",en,"I am a project manager, we are hiring a team, working on the home, daily salary around:3000-8000 Peso, Accept Jobs on Whatsapp: wa.me/639159932081"
5816,1,"Year of the Tiger- 2022

A VERY POWERFULL LUCKY STONE !

Brings Success to Business, Work, Good Health

CLICK TO BUY:  https://s.lazada.com.ph/s.e3aPf

Thanks",1,"Año del tigre- 2022

¡Una piedra de suerte muy poderosa!

Aporta éxito a los negocios, el trabajo, la buena salud

Haga clic para comprar: https://s.lazada.com.ph/s.e3apf

Gracias",en,"Year of the Tiger- 2022

A VERY POWERFULL LUCKY STONE !

Brings Success to Business, Work, Good Health

CLICK TO BUY:  https://s.lazada.com.ph/s.e3aPf

Thanks"
5817,1,The daily salary is 3000-8000 peso. Working hours and locations are not limited. You can receive your salary at home. Join our whatsAPP:wa.me/16789782260,1,El salario diario es de 3000-8000 peso. Las horas de trabajo y las ubicaciones no son limitadas. Puede recibir su salario en casa. Únase a nuestro whatsapp: wa.me/16789782260,en,The daily salary is 3000-8000 peso. Working hours and locations are not limited. You can receive your salary at home. Join our whatsAPP:wa.me/16789782260
5818,1,"Lazada urgently recruiting for part-time jobs, you can earn PHP500-2K every day, add Whatsapp:wa.me/639636071760",1,"Lazada reclutando urgentemente para trabajos a tiempo parcial, puede ganar Php500-2k todos los días, agregue WhatsApp: WA.ME/639636071760",en,"Lazada urgently recruiting for part-time jobs, you can earn PHP500-2K every day, add Whatsapp:wa.me/639636071760"
5819,1,Reply through my email now: xxgcek@gmail.com,1,Responda a través de mi correo electrónico ahora: xxgcek@gmail.com,en,Reply through my email now: xxgcek@gmail.com
5820,1,"BIG SALE ! ! !

50% above SUPER SALE on ALL ITEMS TODAY ONLY !

CLICK HERE TO BUY --->  https://s.lazada.com.ph/s.35pOo

We have:

SOLAR LIGHTS
KITCHEN UTENCIL
FACIAL STEAMER
LAPTOP STAND PROTECTOR
AIR FRYER
MASSAGE GUN
TIGERS EYE LUCKY BRACELET
EGG SEATER
DISINFECTANT FOGGER GUN
SPEAKER BICYCLE LIGHT

..",1,"GRAN VENTA ! ! !

50% por encima de la superventa de Super en todos los artículos solo hoy!

Haga clic aquí para comprar ---> https://s.lazada.com.ph/s.35poo

Tenemos:

Luces solar
Utencil de cocina
VAPORIZADOR FACIAL
Protector de soporte de laptop
FREIDORA
Pistola de masaje
Brazalete de la suerte de los tigres ojo
Marina del huevo
Pistola de niebla desinfectante
Altavoz luz de bicicleta

..",en,"BIG SALE ! ! !

50% above SUPER SALE on ALL ITEMS TODAY ONLY !

CLICK HERE TO BUY --->  https://s.lazada.com.ph/s.35pOo

We have:

SOLAR LIGHTS
KITCHEN UTENCIL
FACIAL STEAMER
LAPTOP STAND PROTECTOR
AIR FRYER
MASSAGE GUN
TIGERS EYE LUCKY BRACELET
EGG SEATER
DISINFECTANT FOGGER GUN
SPEAKER BICYCLE LIGHT

.."
5821,1,I'm an AMAZ0N H.R. U are invited to be part of our team. Can W0rk from h0me. hourly salary : 9OOP. Choose to accept:https://bit.ly/3t75367 YZhb,1,"Soy un amazcante H.R., estás invitado a ser parte de nuestro equipo. Puede w0rk desde h0me. Salario por hora: 9op. Elija aceptar: https: //bit.ly/3t75367 yzhb",en,I'm an AMAZ0N H.R. U are invited to be part of our team. Can W0rk from h0me. hourly salary : 9OOP. Choose to accept:https://bit.ly/3t75367 YZhb
5822,1,Mag laro at kumita habang nasa bahay Lang! Win every day! Click ang link Para makapag register https://bit.ly/9GHjqwE qCUW,1,¡Juego y gane mientras está en casa! ¡Gana todos los días! Haga clic en el enlace para registrar https://bit.ly/9ghjqwe QCUW,fil,Game and earn while just home! Win every day! Click the link to register https://bit.ly/9GHJQWE QCUW
5823,1,"I am a project manager, we are hiring a team, you can work from home, daily salary:16688pesos, Accept Jobs on TG: https://tinyurl.com/mwsdcvpv UB74",1,"Soy gerente de proyecto, estamos contratando un equipo, puede trabajar desde casa, salario diario: 16688pesos, acepta trabajos en TG: https://tinyurl.com/mwsdcvpv UB74",en,"I am a project manager, we are hiring a team, you can work from home, daily salary:16688pesos, Accept Jobs on TG: https://tinyurl.com/mwsdcvpv UB74"
5824,1,I am a hiring manager. You are invited to be an ART/full-time employee. home work. Daily salary: 9000P. To accept work contact WS: https://bit.ly/amazonCCC,1,"Soy un gerente de contratación. Te invitan a ser un empleado de arte/tiempo completo. tareas para el hogar. Salario diario: 9000p. Para aceptar el trabajo, contacte WS: https://bit.ly/amazoncccc",en,I am a hiring manager. You are invited to be an ART/full-time employee. home work. Daily salary: 9000P. To accept work contact WS: https://bit.ly/amazonCCC
5825,1,Sir/Mam. Congratulations you have been selected to work part time. Daily salary of 3700+.  Accept this vacancy:  + WS:  https://bit.ly/3iV1b2G,1,Señor/mam. Felicitaciones que has sido seleccionado para trabajar a tiempo parcial. Salario diario de 3700+. Acepte esta vacante: + WS: https://bit.ly/3IV1B2G,en,Sir/Mam. Congratulations you have been selected to work part time. Daily salary of 3700+.  Accept this vacancy:  + WS:  https://bit.ly/3iV1b2G
5826,1,"!!!ÀvàiI úp 50k-2M, pIèàśè càII 09973097584 for lnfò,,,,or rèpIy yes,, Iook for Ms. Lyàn",1,"!!! chico de los 50k-2m, phion 099730973097584 para MSI ,, 2 para MS Lira",gd,"!!!ÀvàiI úp 50k-2M, pIèàśè càII 09973097584 for lnfò,,,,or rèpIy yes,, Iook for Ms. Lyàn"
5827,1,"Recommend to you a profitable part-time job, easily earn 1000-5000+ pesos!  Would you like to try it on?Add messenger https://bit.ly/30rtPTu",1,"Recomiéndole un trabajo rentable a tiempo parcial, ¡gane fácilmente 1000-5000+ pesos! ¿Le gustaría probarlo? Agregue Messenger https://bit.ly/30rtptu",en,"Recommend to you a profitable part-time job, easily earn 1000-5000+ pesos!  Would you like to try it on?Add messenger https://bit.ly/30rtPTu"
5828,1,"Hl! l'M RlA! *GET* Up 50k-2m,, F0R lNF0 Please caII 09973097584 0R repIy yės",1,"¡HL! L'M rla! * Obtenga* arriba 50k-2m ,, f0r lnf0 por favor CAII 09973097584 0R Repiy Yės",en,"Hl! l'M RlA! *GET* Up 50k-2m,, F0R lNF0 Please caII 09973097584 0R repIy yės"
5829,1,"*Hey *there! We *0ffer* 50k-2m*, for lnfo caII,, 09366083404 or repIy yės",1,"*¡Hola! We*0ffer*50k-2m*, para lnfo caii ,, 09366083404 o repiy yės",en,"*Hey *there! We *0ffer* 50k-2m*, for lnfo caII,, 09366083404 or repIy yės"
5830,1,"Still need extra budgets for your family? Earn 20K today by playing on Gamezone for 5 minutes. Play now!
https://gamezone.ph/?invitationCode=1002289897",1,"¿Todavía necesita presupuestos adicionales para su familia? Gane 20k hoy jugando en GameZone durante 5 minutos. ¡Reproducir ahora!
https://gamezone.ph/?invitationCode=1002289897",en,"Still need extra budgets for your family? Earn 20K today by playing on Gamezone for 5 minutes. Play now!
https://gamezone.ph/?invitationCode=1002289897"
5831,1,"Download Telegram to join online part-time job, you can receive 7800PHP subsidy, contact Telegram customer service to join:   https://cutt.ly/rIjZNRa",1,"Descargar Telegram para unirse a un trabajo a tiempo parcial en línea, puede recibir un subsidio de 7800PHP, comuníquese con el servicio al cliente de Telegram para unirse: https://cutt.ly/rijznra",en,"Download Telegram to join online part-time job, you can receive 7800PHP subsidy, contact Telegram customer service to join:   https://cutt.ly/rIjZNRa"
5832,1,"Win up to 100K play and be part of the BIGGER and BETTER Gamezone 2022! DON'T MISS OUT on more exciting prizes
https://gamezone.ph/?invitationCode=1002289897",1,"¡Gane hasta 100k Play y sea parte del Gamezone 2022 más grande y mejor! No te pierdas los premios más emocionantes
https://gamezone.ph/?invitationCode=1002289897",en,"Win up to 100K play and be part of the BIGGER and BETTER Gamezone 2022! DON'T MISS OUT on more exciting prizes
https://gamezone.ph/?invitationCode=1002289897"
5833,1,"SUNDAY PAYDAY PROMO! JOIN AND WIN UP TO 185k Pesos Jackpot! Avail our Promo up to 2% rebates and cash back!
https://gamezone.ph/?invitationCode=1002289897",1,"¡Promo del día de pago del domingo! ¡Únete y gane hasta el Jackpot de 185k Pesos! ¡Aproveche nuestra promoción hasta el 2% de reembolsos y devolución de efectivo!
https://gamezone.ph/?invitationCode=1002289897",en,"SUNDAY PAYDAY PROMO! JOIN AND WIN UP TO 185k Pesos Jackpot! Avail our Promo up to 2% rebates and cash back!
https://gamezone.ph/?invitationCode=1002289897"
5834,1,"MG entertainment, mamigay ng 128, makipag-ugnayan sa customer service para makatanggap, website ng pagbubukas ng account: mg901.com",1,"Entretenimiento, proporcionar 128, comuníquese con el servicio al cliente para recibir, sitio web de apertura de cuenta: MG901.com",fil,"Entertainment, provide 128, contact Customer Service to receive, Account Opening Website: Mg901.com"
5835,1,"RENT TO OWN IN QC

2-Bedroom(67 SQM)
-63k per month only!

With nearby commercial areas: C5, Ortigas, Eastwood

Very Limited Units Left, Messagenow",1,"Alquilar a poseer en QC

2 dormitorios (67 metros cuadrados)
-63k solo por mes!

Con áreas comerciales cercanas: C5, Ortigas, Eastwood

Unidades muy limitadas quedan, Messagenow",en,"RENT TO OWN IN QC

2-Bedroom(67 SQM)
-63k per month only!

With nearby commercial areas: C5, Ortigas, Eastwood

Very Limited Units Left, Messagenow"
5836,1,"ABONO Partylist! Suportado ang local production para sa pamilyang Pilipino.
ANO ANG REAKSYON MO SA VIDEO? https://fb.watch/az8uwCO28z/",1,"Abono Partylist! La producción local es apoyada para la familia filipina.
¿Cómo reaccionaste al video? https://fb.watch/az8uwco28z/",fil,"ABONO PARTYLIST! Local production is supported for the Filipino family.
How did you react to the video? https://fb.watch/az8uwco28z/"
5837,1,"PRE- SELLING CONDO

OLIVE PLACE
@shaw boulevard Mandaluyong City (beside PAG-ibig)

Studio 24.32 sqm
9k/mo.

We have also available 3 floors offices for sale-
Ready for occupancy (RFO) PEZA

Please reply for details...",1,"Condominio previo a la venta

Oliva
@Shaw Boulevard Mandaluyong City (junto a Pag-Ibig)

Estudio 24.32 metros cuadrados
9k/mes.

También tenemos 3 oficinas de pisos disponibles para la venta
Listo para la ocupación (RFO) PEZA

Por favor responda para más detalles ...",en,"PRE- SELLING CONDO

OLIVE PLACE
@shaw boulevard Mandaluyong City (beside PAG-ibig)

Studio 24.32 sqm
9k/mo.

We have also available 3 floors offices for sale-
Ready for occupancy (RFO) PEZA

Please reply for details..."
5838,1,"Bro, Let's Chill first, 

5.8M JACKP0T PRIZE of Bingo, Plus 1p L0W BET! With FREE 40p After Sign up! Tell friend and Play t.ly/BingoPlusAPP",1,"Hermano, nos relajemos primero,

Premio de bingo de 5.8m Jackp0t, más 1p L0W BET! ¡Con 40p gratis después de registrarse! Dile amigo y juega t.ly/bingoplusapp",en,"Bro, Let's Chill first, 

5.8M JACKP0T PRIZE of Bingo, Plus 1p L0W BET! With FREE 40p After Sign up! Tell friend and Play t.ly/BingoPlusAPP"
5839,1,"Play and earn ~ registration rewards, sign-in rewards, roulette rewards, and bonuses to send non-stop: bett.ph",1,"Jugar y ganar ~ recompensas de registro, recompensas de inicio de sesión, recompensas de ruleta y bonos para enviar sin parar: bett.ph",en,"Play and earn ~ registration rewards, sign-in rewards, roulette rewards, and bonuses to send non-stop: bett.ph"
5840,1,"World cup partner: FishIng, Slot, CockfightIng, Football, Chess, Online games. reg!ster get 800P, web:  https://cntr.click/dbaZ6gF",1,"Socio de la Copa Mundial: pesca, tragamonedas, peleas de gallos, fútbol, ​​ajedrez, juegos en línea. Reg! Ster Get 800p, Web: https://cntr.click/dbaz6gf",en,"World cup partner: FishIng, Slot, CockfightIng, Football, Chess, Online games. reg!ster get 800P, web:  https://cntr.click/dbaZ6gF"
5841,1,Lazadapp brushes sales. Earn income at home. Daily income of 8888PHP. Do more and get more. Consult WS: https://bit.ly/3Og9JzK,1,Lazadapp cepilla las ventas. Obtener ingresos en casa. Ingresos diarios de 8888php. Haz más y obtén más. Consulte WS: https://bit.ly/3og9jzk,en,Lazadapp brushes sales. Earn income at home. Daily income of 8888PHP. Do more and get more. Consult WS: https://bit.ly/3Og9JzK
5842,1,"Low interest bank loans, please add WS for detailed enquiries: wa.me/639635631379",1,"Préstamos bancarios de bajo interés, agregue WS para consultas detalladas: WA.ME/639635631379",en,"Low interest bank loans, please add WS for detailed enquiries: wa.me/639635631379"
5843,1,Dear applicant you are selected as Part/Full-time staff. Now u can work from home and earn 8000Peso daily. Quick Apply https://bit.ly/3Gq1coU,1,"Estimado solicitante, usted es seleccionado como personal de parte/tiempo completo. Ahora puedes trabajar desde casa y ganar 8000peso diariamente. Aplicar rápido https://bit.ly/3gq1cou",en,Dear applicant you are selected as Part/Full-time staff. Now u can work from home and earn 8000Peso daily. Quick Apply https://bit.ly/3Gq1coU
5844,1,"Only need a mobile phone, you can receive 300-1500 in one day, please contact for details : https://phwsappm.com",1,"Solo necesito un teléfono móvil, puede recibir 300-1500 en un día, comuníquese para obtener más detalles: https://phwsappm.com",en,"Only need a mobile phone, you can receive 300-1500 in one day, please contact for details : https://phwsappm.com"
5845,1,"Hi, I'm a Shopee Hiring Manager and I'm currently hiring a part-time team. Salaries are paid daily and withdrawals arrive within 3 minutes. You can work from home and earn between 1,000 and 50,000 pesos a day. The job is simple and can be done anytime, anywhere. To apply for a job, click on the Whatsapp link: https://wa.me/639106438355
WhatsApp: +639106438355
Telegram: @ouu1121

          (Note: Applicants must be at least 20 years old, students cannot participate)",1,"Hola, soy un gerente de contratación de Shopee y actualmente estoy contratando un equipo a tiempo parcial. Los salarios se pagan diariamente y los retiros llegan en 3 minutos. Puede trabajar desde casa y ganar entre 1,000 y 50,000 pesos por día. El trabajo es simple y se puede hacer en cualquier momento y en cualquier lugar. Para solicitar un trabajo, haga clic en el enlace de WhatsApp: https://wa.me/639106438355
WhatsApp: +639106438355
Telegram: @ouu1121

(Nota: los solicitantes deben tener al menos 20 años, los estudiantes no pueden participar)",en,"Hi, I'm a Shopee Hiring Manager and I'm currently hiring a part-time team. Salaries are paid daily and withdrawals arrive within 3 minutes. You can work from home and earn between 1,000 and 50,000 pesos a day. The job is simple and can be done anytime, anywhere. To apply for a job, click on the Whatsapp link: https://wa.me/639106438355
WhatsApp: +639106438355
Telegram: @ouu1121

          (Note: Applicants must be at least 20 years old, students cannot participate)"
5846,1,"YOU HAVE BEEN APPROVED FOR A TEMPORARY W0RK FROM H0ME OPPORTUNITY WITH A DAILY SALARY OF 8680,CLICK TO CONTACT: https://bit.ly/39KIGN1  START W0RKING.",1,"Ha sido aprobado para un W0RK temporal de la oportunidad de H0ME con un salario diario de 8680, haga clic para contactar: ​​https://bit.ly/39kign1 iniciar W0RKing.",en,"YOU HAVE BEEN APPROVED FOR A TEMPORARY W0RK FROM H0ME OPPORTUNITY WITH A DAILY SALARY OF 8680,CLICK TO CONTACT: https://bit.ly/39KIGN1  START W0RKING."
5847,1,"Fast online loan, no collateral, new promotion at only 0.06% interest rate. You can contact us for more information: https://cutt.ly/sJy4R1a",1,"Préstamo rápido en línea, sin garantía, nueva promoción con solo 0.06% de tasa de interés. Puede contactarnos para obtener más información: https://cutt.ly/sjy4r1a",en,"Fast online loan, no collateral, new promotion at only 0.06% interest rate. You can contact us for more information: https://cutt.ly/sJy4R1a"
5848,1,"Hi, I'm a Shopee Hiring Manager and I'm currently hiring a part-time team. Salaries are paid daily and withdrawals arrive within 3 minutes. You can work from home and earn between 1,000 and 50,000 pesos a day. The job is simple and can be done anytime, anywhere. To apply for a job, click on the Whatsapp link: https://wa.me/639973281364 
WhatsApp: +639973281364",1,"Hola, soy un gerente de contratación de Shopee y actualmente estoy contratando un equipo a tiempo parcial. Los salarios se pagan diariamente y los retiros llegan en 3 minutos. Puede trabajar desde casa y ganar entre 1,000 y 50,000 pesos por día. El trabajo es simple y se puede hacer en cualquier momento y en cualquier lugar. Para solicitar un trabajo, haga clic en el enlace de WhatsApp: https://wa.me/639973281364
WhatsApp: +639973281364",en,"Hi, I'm a Shopee Hiring Manager and I'm currently hiring a part-time team. Salaries are paid daily and withdrawals arrive within 3 minutes. You can work from home and earn between 1,000 and 50,000 pesos a day. The job is simple and can be done anytime, anywhere. To apply for a job, click on the Whatsapp link: https://wa.me/639973281364 
WhatsApp: +639973281364"
5849,1,"""Joining now to claim 10% bonus
https://bit.ly/38UFwpV""",1,"""Unirse ahora para reclamar el 10% de bonificación
https://bit.ly/38ufwpv """,en,"""Joining now to claim 10% bonus
https://bit.ly/38UFwpV"""
5850,1,"We print:car sticker,poster,portrait,giveaway;hp toner;Calling business owners,we can advertise ur products@ 10cent/pc.Viber:09077008668 norelgrafix@ gmail.com",1,"Imprimimos: pegatina de automóvil, póster, retrato, sorteo; tóner HP; llamando a los dueños de negocios, podemos anunciar sus productos@ 10cent/pc.viber: 09077008668 norelgrafix@ gmail.com",en,"We print:car sticker,poster,portrait,giveaway;hp toner;Calling business owners,we can advertise ur products@ 10cent/pc.Viber:09077008668 norelgrafix@ gmail.com"
5851,1,"You Have Been Approved For a Temporary W0rk From H0me opportunity with a daily salary of 4991P, j0b details click for inqueries:   rebrand.ly/8e6a6c",1,"Ha sido aprobado para un W0RK temporal de la oportunidad de H0ME con un salario diario de 4991p, Detalles J0B Haga clic para obtener investigaciones: Rebrand.ly/8E6A6C",en,"You Have Been Approved For a Temporary W0rk From H0me opportunity with a daily salary of 4991P, j0b details click for inqueries:   rebrand.ly/8e6a6c"
5852,1,"[PH777] Online slot machine, register para makakuha ng 88P, slot machine na 300 beses na reward http://SLOTE777.PH",1,"[PH777] Máquina tragamonedas en línea, regístrese para obtener 88p, máquina tragamonedas 300 veces recompensa http://slote777.ph",fil,"[PH777] Online slot machine, register to get 88p, slot machine 300 times reward http://slote777.ph"
